
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE endswith         STRING
@ATTRIBUTE firstword        STRING
@ATTRIBUTE lastword         STRING
@ATTRIBUTE length           NUMERIC
@ATTRIBUTE nextisverb       STRING
@ATTRIBUTE nextlength       NUMERIC
@ATTRIBUTE nextstartswith   STRING
@ATTRIBUTE nextword         STRING
@ATTRIBUTE word             STRING
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
V,M,N,0,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,quedarse,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,V,True,False,3,False,8,V,asamblea,Una,4,0.8,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,8,True,8,C,resolvió,asamblea,3,0.6,1,0.2,3
V,M,I,S,3,S,0,0,C,False,False,8,False,2,C,la,resolvió,2,0.4,2,0.4,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,clausura,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,clausura,0,0.0,4,0.8,4
D,I,0,F,S,0,0,0,V,True,False,3,False,9,V,atmósfera,Una,5,0.833333333333,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,9,False,10,C,libertaria,atmósfera,4,0.666666666667,1,0.166666666667,1
A,Q,0,F,S,0,0,0,V,False,False,10,True,6,C,planea,libertaria,3,0.5,2,0.333333333333,4
V,M,I,P,3,S,0,0,V,False,False,6,False,5,C,sobre,planea,2,0.333333333333,3,0.5,1
S,P,S,0,0,0,0,0,V,False,False,5,False,10,C,Montevideo,sobre,1,0.166666666667,4,0.666666666667,1
N,P,0,0,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,Montevideo,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,V,True,False,3,False,5,C,rueda,Una,4,0.8,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,5,False,6,C,simple,rueda,3,0.6,1,0.2,3
A,Q,0,C,S,0,0,0,V,False,False,6,False,1,C,y,simple,2,0.4,2,0.4,3
C,C,0,0,0,0,0,0,C,False,False,1,False,6,C,genial,y,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,C,False,True,6,False,0,N,1r03r03032,genial,0,0.0,4,0.8,4
D,I,0,F,S,0,0,0,V,True,False,3,False,8,C,conexión,Una,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,C,False,False,8,False,11,C,clandestina,conexión,6,0.75,1,0.125,1
A,Q,0,F,S,0,0,0,V,False,False,11,False,2,C,de,clandestina,5,0.625,2,0.25,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,gas,de,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,C,False,False,3,True,7,C,produjo,gas,3,0.375,4,0.5,4
V,M,I,S,3,S,0,0,V,False,False,7,False,3,V,una,produjo,2,0.25,5,0.625,1
D,I,0,F,S,0,0,0,V,False,False,3,False,9,V,explosión,una,1,0.125,6,0.75,0
N,C,F,S,0,0,0,0,C,False,True,9,False,0,N,1r03r03032,explosión,0,0.0,7,0.875,4
D,I,0,F,S,0,0,0,V,True,False,3,False,11,C,gargantilla,Una,9,0.9,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,11,False,2,C,de,gargantilla,8,0.8,1,0.1,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,V,oro,de,7,0.7,2,0.2,0
N,C,M,S,0,0,0,0,V,False,False,3,True,5,C,llega,oro,6,0.6,3,0.3,3
V,M,I,P,3,S,0,0,V,False,False,5,False,1,V,a,llega,5,0.5,4,0.4,0
S,P,S,0,0,0,0,0,V,False,False,1,False,3,C,las,a,4,0.4,5,0.5,1
D,A,0,F,P,0,0,0,C,False,False,3,False,7,C,tarimas,las,3,0.3,6,0.6,1
N,C,F,P,0,0,0,0,C,False,False,7,False,2,C,de,tarimas,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,Roldán,de,1,0.1,8,0.8,1
N,P,0,0,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,Roldán,0,0.0,9,0.9,4
D,I,0,F,S,0,0,0,V,True,False,3,False,7,C,pintura,Una,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,7,False,2,C,de,pintura,4,0.666666666667,1,0.166666666667,2
S,P,S,0,0,0,0,0,V,False,False,2,False,5,C,Seguí,de,3,0.5,2,0.333333333333,1
N,P,0,0,0,0,0,0,C,False,False,5,True,4,C,dará,Seguí,2,0.333333333333,3,0.5,4
V,M,I,F,3,S,0,0,C,False,False,4,False,10,C,testimonio,dará,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,testimonio,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,V,True,False,3,False,9,C,profesora,Una,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,9,True,5,C,quiso,profesora,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,V,False,False,5,True,5,C,salir,quiso,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,C,False,False,5,False,3,C,del,salir,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,C,False,False,3,False,15,V,establecimiento,del,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,V,False,True,15,False,0,N,1r03r03032,establecimiento,0,0.0,5,0.833333333333,4
D,I,0,F,S,0,0,0,V,True,False,3,False,3,C,vez,Una,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,C,False,False,3,True,10,C,desmontado,vez,6,0.75,1,0.125,1
V,M,P,0,0,S,M,0,V,False,False,10,False,2,V,el,desmontado,5,0.625,2,0.25,3
D,A,0,M,S,0,0,0,C,False,False,2,False,7,C,terreno,el,4,0.5,3,0.375,1
N,C,M,S,0,0,0,0,V,False,False,7,True,2,V,es,terreno,3,0.375,4,0.5,3
V,S,I,P,3,S,0,0,C,False,False,2,False,4,C,poco,es,2,0.25,5,0.625,1
R,G,0,0,0,0,0,0,V,False,False,4,False,6,C,fértil,poco,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,C,False,True,6,False,0,N,1r03r03032,fértil,0,0.0,7,0.875,4
P,P,2,C,S,0,0,P,C,True,False,5,True,9,C,colóquela,Usted,4,0.8,0,0.0,4
V,M,M,0,3,S,0,0,V,False,False,9,False,2,V,en,colóquela,3,0.6,1,0.2,1
S,P,S,0,0,0,0,0,C,False,False,2,False,3,V,una,en,2,0.4,2,0.4,0
D,I,0,F,S,0,0,0,V,False,False,3,False,6,C,fuente,una,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,fuente,0,0.0,4,0.8,4
P,P,1,C,S,N,0,0,V,True,False,2,True,6,C,tamicé,Yo,5,0.833333333333,0,0.0,1
V,M,I,S,1,S,0,0,C,False,False,6,False,2,C,la,tamicé,4,0.666666666667,1,0.166666666667,2
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,harina,la,3,0.5,2,0.333333333333,0
N,C,F,S,0,0,0,0,V,False,False,6,False,3,C,con,harina,2,0.333333333333,3,0.5,2
S,P,S,0,0,0,0,0,C,False,False,3,False,3,C,sal,con,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,C,False,True,3,False,0,N,1r03r03032,sal,0,0.0,5,0.833333333333,4
V,M,I,S,3,P,0,0,C,True,False,13,False,11,V,extranjeros,Discriminaron,3,0.75,0,0.0,3
A,Q,0,M,P,0,0,0,C,False,False,11,False,3,C,del,extranjeros,2,0.5,1,0.25,2
S,P,S,0,0,0,0,0,C,False,False,3,False,4,C,Perú,del,1,0.25,2,0.5,1
N,P,0,0,0,0,0,0,C,False,True,4,False,0,N,1r03r03032,Perú,0,0.0,3,0.75,4
V,M,I,P,3,S,0,0,V,True,False,6,False,12,C,desconfianza,Existe,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,12,False,4,V,ante,desconfianza,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,V,False,False,4,False,2,V,el,ante,5,0.625,2,0.25,0
D,A,0,M,S,0,0,0,C,False,False,2,False,8,C,presente,el,4,0.5,3,0.375,1
A,Q,0,C,S,0,0,0,V,False,False,8,False,14,V,incumplimiento,presente,3,0.375,4,0.5,1
N,C,M,S,0,0,0,0,V,False,False,14,False,3,C,del,incumplimiento,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,C,False,False,3,False,9,V,organismo,del,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,organismo,0,0.0,7,0.875,4
V,M,I,P,3,P,0,0,C,True,False,9,False,8,C,fármacos,Descubren,4,0.8,0,0.0,3
N,C,M,P,0,0,0,0,C,False,False,8,True,11,V,adulterados,fármacos,3,0.6,1,0.2,3
V,M,P,0,0,P,M,0,C,False,False,11,False,2,V,en,adulterados,2,0.4,2,0.4,2
S,P,S,0,0,0,0,0,C,False,False,2,False,5,C,Junín,en,1,0.2,3,0.6,1
N,P,0,0,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,Junín,0,0.0,4,0.8,4
V,M,I,P,3,P,0,0,C,True,False,8,False,3,V,una,Anuncian,8,0.888888888889,0,0.0,3
D,I,0,F,S,0,0,0,V,False,False,3,False,12,C,financiación,una,7,0.777777777778,1,0.111111111111,1
N,C,F,S,0,0,0,0,C,False,False,12,False,3,C,del,financiación,6,0.666666666667,2,0.222222222222,3
S,P,S,0,0,0,0,0,C,False,False,3,False,7,C,catorce,del,5,0.555555555556,3,0.333333333333,1
Z,p,0,0,0,0,0,0,V,False,False,7,False,3,C,por,catorce,4,0.444444444444,4,0.444444444444,2
Z,p,0,0,0,0,0,0,C,False,False,3,False,6,C,ciento,por,3,0.333333333333,5,0.555555555556,1
Z,p,0,0,0,0,0,0,V,False,False,6,False,2,C,de,ciento,2,0.222222222222,6,0.666666666667,2
S,P,S,0,0,0,0,0,V,False,False,2,False,7,V,interés,de,1,0.111111111111,7,0.777777777778,0
N,C,M,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,interés,0,0.0,8,0.888888888889,4
V,M,I,S,3,P,0,0,C,True,False,11,False,7,C,reunión,Auspiciaron,5,0.833333333333,0,0.0,1
N,C,F,S,0,0,0,0,C,False,False,7,False,3,C,por,reunión,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,la,por,3,0.5,2,0.333333333333,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,política,la,2,0.333333333333,3,0.5,1
A,Q,0,F,S,0,0,0,V,False,False,8,False,11,V,antibloqueo,política,1,0.166666666667,4,0.666666666667,0
N,C,M,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,antibloqueo,0,0.0,5,0.833333333333,4
D,I,0,M,S,0,0,0,C,True,False,2,False,11,C,delincuente,Un,9,0.9,0,0.0,1
N,C,C,S,0,0,0,0,V,False,False,11,True,4,C,mató,delincuente,8,0.8,1,0.1,3
V,M,I,S,3,S,0,0,C,False,False,4,False,2,C,de,mató,7,0.7,2,0.2,1
S,P,S,0,0,0,0,0,V,False,False,2,False,2,V,un,de,6,0.6,3,0.3,0
D,I,0,M,S,0,0,0,C,False,False,2,False,4,C,tiro,un,5,0.5,4,0.4,1
N,C,M,S,0,0,0,0,V,False,False,4,False,10,C,fulminante,tiro,4,0.4,5,0.5,2
A,Q,0,C,S,0,0,0,V,False,False,10,False,1,V,a,fulminante,3,0.3,6,0.6,1
S,P,S,0,0,0,0,0,V,False,False,1,False,2,V,un,a,2,0.2,7,0.7,0
D,I,0,M,S,0,0,0,C,False,False,2,False,11,C,comerciante,un,1,0.1,8,0.8,1
N,C,C,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,comerciante,0,0.0,9,0.9,4
D,A,0,F,S,0,0,0,V,True,False,2,False,9,C,camioneta,La,7,0.875,0,0.0,1
N,C,F,S,0,0,0,0,V,False,False,9,True,5,C,cruzó,camioneta,6,0.75,1,0.125,4
V,M,I,S,3,S,0,0,C,False,False,5,False,2,C,la,cruzó,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,V,False,False,2,False,7,C,sinuosa,la,4,0.5,3,0.375,1
A,Q,0,F,S,0,0,0,V,False,False,7,False,3,C,vía,sinuosa,3,0.375,4,0.5,1
N,C,F,S,0,0,0,0,V,False,False,3,False,3,C,del,vía,2,0.25,5,0.625,1
S,P,S,0,0,0,0,0,C,False,False,3,False,11,C,ferrocarril,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,C,False,True,11,False,0,N,1r03r03032,ferrocarril,0,0.0,7,0.875,4
D,I,0,F,S,0,0,0,V,True,False,3,False,11,V,insurgencia,Una,9,0.9,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,11,True,8,C,prometió,insurgencia,8,0.8,1,0.1,4
V,M,I,S,3,S,0,0,C,False,False,8,True,6,C,luchar,prometió,7,0.7,2,0.2,1
V,M,N,0,0,0,0,0,C,False,False,6,False,3,C,por,luchar,6,0.6,3,0.3,2
S,P,S,0,0,0,0,0,C,False,False,3,False,2,V,el,por,5,0.5,4,0.4,0
D,A,0,M,S,0,0,0,C,False,False,2,False,5,C,éxito,el,4,0.4,5,0.5,0
N,C,M,S,0,0,0,0,V,False,False,5,False,2,C,de,éxito,3,0.3,6,0.6,2
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.2,7,0.7,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,causa,la,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,V,False,True,5,False,0,N,1r03r03032,causa,0,0.0,9,0.9,4
V,M,I,S,3,S,0,0,V,True,False,4,False,5,C,ruido,Hubo,10,0.909090909091,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,5,False,2,V,al,ruido,9,0.818181818182,1,0.0909090909091,4
S,P,S,0,0,0,0,0,C,False,False,2,True,4,C,caer,al,8,0.727272727273,2,0.181818181818,1
V,M,N,0,0,0,0,0,C,False,False,4,False,2,V,un,caer,7,0.636363636364,3,0.272727272727,3
D,I,0,M,S,0,0,0,C,False,False,2,False,12,V,equilibrista,un,6,0.545454545455,4,0.363636363636,0
N,C,C,S,0,0,0,0,V,False,False,12,False,2,V,en,equilibrista,5,0.454545454545,5,0.454545454545,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,un,en,4,0.363636363636,6,0.545454545455,0
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,circo,un,3,0.272727272727,7,0.636363636364,1
N,C,M,S,0,0,0,0,V,False,False,5,False,2,C,de,circo,2,0.181818181818,8,0.727272727273,2
S,P,S,0,0,0,0,0,V,False,False,2,False,7,C,Guillón,de,1,0.0909090909091,9,0.818181818182,1
N,P,0,0,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,Guillón,0,0.0,10,0.909090909091,4
D,A,0,M,S,0,0,0,C,True,False,2,False,9,V,automóvil,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,C,False,False,9,True,2,V,es,automóvil,6,0.75,1,0.125,1
V,S,I,P,3,S,0,0,C,False,False,2,False,7,C,ruidoso,es,5,0.625,2,0.25,1
A,Q,0,M,S,0,0,0,V,False,False,7,False,1,C,y,ruidoso,4,0.5,3,0.375,4
C,C,0,0,0,0,0,0,C,False,False,1,True,7,C,consume,y,3,0.375,4,0.5,0
V,M,I,P,3,S,0,0,V,False,False,7,False,9,C,demasiado,consume,2,0.25,5,0.625,2
R,G,0,0,0,0,0,0,V,False,False,9,False,11,C,combustible,demasiado,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,V,False,True,11,False,0,N,1r03r03032,combustible,0,0.0,7,0.875,4
N,P,0,0,0,0,0,0,V,True,False,7,False,5,C,Funes,Ernesto,9,0.9,0,0.0,1
N,P,0,0,0,0,0,0,C,False,False,5,True,6,C,tocará,Funes,8,0.8,1,0.1,3
V,M,I,F,3,S,0,0,C,False,False,6,False,2,V,el,tocará,7,0.7,2,0.2,0
D,A,0,M,S,0,0,0,C,False,False,2,False,4,C,saxo,el,6,0.6,3,0.3,1
N,C,M,S,0,0,0,0,V,False,False,4,False,2,V,en,saxo,5,0.5,4,0.4,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,4,0.4,5,0.5,0
D,A,0,M,S,0,0,0,C,False,False,2,False,3,C,bar,el,3,0.3,6,0.6,1
N,C,M,S,0,0,0,0,C,False,False,3,False,2,C,El,bar,2,0.2,7,0.7,4
N,P,0,0,0,0,0,0,C,False,False,2,False,8,C,Tropezón,El,1,0.1,8,0.8,1
N,P,0,0,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,Tropezón,0,0.0,9,0.9,4
D,A,0,F,S,0,0,0,V,True,False,2,False,4,C,gran,La,6,0.857142857143,0,0.0,1
A,Q,0,C,S,0,0,0,C,False,False,4,False,6,C,ciudad,gran,5,0.714285714286,1,0.142857142857,1
N,C,F,S,0,0,0,0,C,False,False,6,False,3,C,del,ciudad,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,C,False,False,3,False,7,V,imperio,del,3,0.428571428571,3,0.428571428571,0
N,C,M,S,0,0,0,0,V,False,False,7,True,4,V,está,imperio,2,0.285714285714,4,0.571428571429,4
V,A,I,P,3,S,0,0,C,False,False,4,True,12,C,reconstruida,está,1,0.142857142857,5,0.714285714286,1
V,M,P,0,0,S,F,0,V,False,True,12,False,0,N,1r03r03032,reconstruida,0,0.0,6,0.857142857143,4
D,A,0,M,P,0,0,0,C,True,False,3,False,11,C,científicos,Los,7,0.875,0,0.0,0
N,C,M,P,0,0,0,0,C,False,False,11,True,10,V,intentarán,científicos,6,0.75,1,0.125,3
V,M,I,F,3,P,0,0,C,False,False,10,True,8,V,estudiar,intentarán,5,0.625,2,0.25,0
V,M,N,0,0,0,0,0,C,False,False,8,False,2,V,el,estudiar,4,0.5,3,0.375,3
D,A,0,M,S,0,0,0,C,False,False,2,False,7,V,alcance,el,3,0.375,4,0.5,0
N,C,M,S,0,0,0,0,V,False,False,7,False,3,C,del,alcance,2,0.25,5,0.625,2
S,P,S,0,0,0,0,0,C,False,False,3,False,7,C,temblor,del,1,0.125,6,0.75,1
N,C,M,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,temblor,0,0.0,7,0.875,4
V,M,I,P,3,P,0,0,C,True,False,8,False,2,C,la,Rastrean,11,0.916666666667,0,0.0,3
D,A,0,F,S,0,0,0,V,False,False,2,False,4,C,zona,la,10,0.833333333333,1,0.0833333333333,0
N,C,F,S,0,0,0,0,V,False,False,4,False,3,C,del,zona,9,0.75,2,0.166666666667,2
S,P,S,0,0,0,0,0,C,False,False,3,False,9,C,terremoto,del,8,0.666666666667,3,0.25,1
N,C,M,S,0,0,0,0,V,False,False,9,False,4,C,para,terremoto,7,0.583333333333,4,0.333333333333,4
S,P,S,0,0,0,0,0,V,False,False,4,True,6,V,ubicar,para,6,0.5,5,0.416666666667,0
V,M,N,0,0,0,0,0,C,False,False,6,False,3,C,los,ubicar,5,0.416666666667,6,0.5,3
D,A,0,M,P,0,0,0,C,False,False,3,False,7,C,cuerpos,los,4,0.333333333333,7,0.583333333333,1
N,C,M,P,0,0,0,0,C,False,False,7,False,2,C,de,cuerpos,3,0.25,8,0.666666666667,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,C,las,de,2,0.166666666667,9,0.75,1
D,A,0,F,P,0,0,0,C,False,False,3,True,8,C,victimas,las,1,0.0833333333333,10,0.833333333333,1
V,M,I,P,2,S,0,0,C,False,True,8,False,0,N,1r03r03032,victimas,0,0.0,11,0.916666666667,4
D,A,0,F,S,0,0,0,V,True,False,2,False,12,C,concurrencia,La,6,0.857142857143,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,12,True,8,C,disfruta,concurrencia,5,0.714285714286,1,0.142857142857,4
V,M,I,P,3,S,0,0,V,False,False,8,False,2,C,de,disfruta,4,0.571428571429,2,0.285714285714,2
S,P,S,0,0,0,0,0,V,False,False,2,False,3,V,una,de,3,0.428571428571,3,0.428571428571,0
D,I,0,F,S,0,0,0,V,False,False,3,False,11,C,coreografía,una,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,V,False,False,11,False,9,C,brillante,coreografía,1,0.142857142857,5,0.714285714286,3
A,Q,0,C,S,0,0,0,V,False,True,9,False,0,N,1r03r03032,brillante,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,manual,El,9,0.9,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,6,False,2,C,de,manual,8,0.8,1,0.1,2
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,guerra,de,7,0.7,2,0.2,1
N,C,F,S,0,0,0,0,V,False,False,6,True,9,C,prescribe,guerra,6,0.6,3,0.3,3
V,M,I,P,3,S,0,0,V,False,False,9,False,5,V,orden,prescribe,5,0.5,4,0.4,4
N,C,F,S,0,0,0,0,C,False,False,5,False,13,C,subordinación,orden,4,0.4,5,0.5,3
N,C,F,S,0,0,0,0,C,False,False,13,False,6,C,fuerza,subordinación,3,0.3,6,0.6,4
N,C,F,S,0,0,0,0,V,False,False,6,False,1,C,y,fuerza,2,0.2,7,0.7,4
C,C,0,0,0,0,0,0,C,False,False,1,False,7,C,lealtad,y,1,0.1,8,0.8,1
N,C,F,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,lealtad,0,0.0,9,0.9,4
D,A,0,M,P,0,0,0,C,True,False,3,False,8,C,choferes,Los,11,0.916666666667,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,8,True,8,V,aprueban,choferes,10,0.833333333333,1,0.0833333333333,3
V,M,I,P,3,P,0,0,C,False,False,8,False,2,V,un,aprueban,9,0.75,2,0.166666666667,0
D,I,0,M,S,0,0,0,C,False,False,2,False,4,C,plan,un,8,0.666666666667,3,0.25,1
N,C,M,S,0,0,0,0,C,False,False,4,False,2,C,de,plan,7,0.583333333333,4,0.333333333333,1
S,P,S,0,0,0,0,0,V,False,False,2,False,5,C,lucha,de,6,0.5,5,0.416666666667,1
N,C,F,S,0,0,0,0,V,False,False,5,False,2,V,en,lucha,5,0.416666666667,6,0.5,3
S,P,S,0,0,0,0,0,C,False,False,2,False,7,C,defensa,en,4,0.333333333333,7,0.583333333333,1
N,C,C,S,0,0,0,0,V,False,False,7,False,3,C,del,defensa,3,0.25,8,0.666666666667,2
S,P,S,0,0,0,0,0,C,False,False,3,False,7,C,salario,del,2,0.166666666667,9,0.75,1
N,C,M,S,0,0,0,0,V,False,False,7,False,6,C,mínimo,salario,1,0.0833333333333,10,0.833333333333,1
A,Q,0,M,S,0,0,0,V,False,True,6,False,0,N,1r03r03032,mínimo,0,0.0,11,0.916666666667,4
D,A,0,F,S,0,0,0,V,True,False,2,False,8,V,epidemia,La,6,0.857142857143,0,0.0,0
N,C,F,S,0,0,0,0,V,False,False,8,False,2,C,se,epidemia,5,0.714285714286,1,0.142857142857,3
P,0,0,0,0,0,0,0,V,False,False,2,True,8,V,expandió,se,4,0.571428571429,2,0.285714285714,0
V,M,I,S,3,S,0,0,C,False,False,8,False,2,V,en,expandió,3,0.428571428571,3,0.428571428571,2
S,P,S,0,0,0,0,0,C,False,False,2,False,5,C,forma,en,2,0.285714285714,4,0.571428571429,1
N,C,F,S,0,0,0,0,V,False,False,5,False,5,C,veloz,forma,1,0.142857142857,5,0.714285714286,1
A,Q,0,C,S,0,0,0,C,False,True,5,False,0,N,1r03r03032,veloz,0,0.0,6,0.857142857143,4
D,A,0,F,P,0,0,0,C,True,False,3,False,11,C,golondrinas,Las,9,0.9,0,0.0,1
N,C,F,P,0,0,0,0,C,False,False,11,True,6,C,vuelan,golondrinas,8,0.8,1,0.1,3
V,M,I,P,3,P,0,0,C,False,False,6,False,1,V,a,vuelan,7,0.7,2,0.2,1
S,P,S,0,0,0,0,0,V,False,False,1,False,6,C,través,a,6,0.6,3,0.3,1
S,P,S,0,0,0,0,0,C,False,False,6,False,2,C,de,través,5,0.5,4,0.4,2
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,4,0.4,5,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,3,C,luz,la,3,0.3,6,0.6,1
N,C,F,S,0,0,0,0,C,False,False,3,False,3,C,del,luz,2,0.2,7,0.7,2
S,P,S,0,0,0,0,0,C,False,False,3,False,9,C,horizonte,del,1,0.1,8,0.8,0
N,C,M,S,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,horizonte,0,0.0,9,0.9,4
D,A,0,M,S,0,0,0,C,True,False,2,False,3,C,pan,El,5,0.833333333333,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,3,True,2,V,es,pan,4,0.666666666667,1,0.166666666667,1
V,S,I,P,3,S,0,0,C,False,False,2,False,7,C,sabroso,es,3,0.5,2,0.333333333333,0
A,Q,0,M,S,0,0,0,V,False,False,7,False,4,C,pero,sabroso,2,0.333333333333,3,0.5,4
C,C,0,0,0,0,0,0,V,False,False,4,True,7,V,engorda,pero,1,0.166666666667,4,0.666666666667,0
V,M,I,P,3,S,0,0,V,False,True,7,False,0,N,1r03r03032,engorda,0,0.0,5,0.833333333333,4
D,A,0,M,P,0,0,0,C,True,False,3,False,6,C,genios,Los,3,0.75,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,6,True,7,C,preveen,genios,2,0.5,1,0.25,4
V,M,I,P,3,P,0,0,C,False,False,7,True,12,C,descubrirlos,preveen,1,0.25,2,0.5,1
V,M,N,0,0,0,0,0,C,False,True,12,False,0,N,1r03r03032,descubrirlos,0,0.0,3,0.75,4
D,A,0,M,S,0,0,0,C,True,False,2,False,9,C,diurético,El,6,0.857142857143,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,9,False,2,C,le,diurético,5,0.714285714286,1,0.142857142857,3
P,P,3,C,S,D,0,0,V,False,False,2,True,5,C,causó,le,4,0.571428571429,2,0.285714285714,1
V,M,I,S,3,S,0,0,C,False,False,5,False,7,C,pérdida,causó,3,0.428571428571,3,0.428571428571,4
N,C,F,S,0,0,0,0,V,False,False,7,False,2,C,de,pérdida,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,V,False,False,2,False,4,C,peso,de,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,4,False,0,N,1r03r03032,peso,0,0.0,6,0.857142857143,4
S,P,S,0,0,0,0,0,C,True,False,3,False,2,C,la,Con,4,0.8,0,0.0,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,virtud,la,3,0.6,1,0.2,1
N,C,F,S,0,0,0,0,C,False,False,6,False,2,C,no,virtud,2,0.4,2,0.4,4
R,N,0,0,0,0,0,0,V,False,False,2,True,5,C,basta,no,1,0.2,3,0.6,1
V,M,I,P,3,S,0,0,V,False,True,5,False,0,N,1r03r03032,basta,0,0.0,4,0.8,4
V,M,I,P,1,P,0,0,C,True,False,5,False,4,V,aquí,Vemos,10,0.909090909091,0,0.0,0
R,G,0,0,0,0,0,0,C,False,False,4,False,3,V,una,aquí,9,0.818181818182,1,0.0909090909091,1
